P62258
Q9UPQ3
Q99490
Q96P64
Q5VW22
Q8N302
P51857
O43572
Q86UN6
Q495B1
Q9NQ31
Q7Z591
P31749
Q9H8T0
P00352
P51648
P43353
Q9H2A2
P02768
P05091
P05062
Q2TAA5
Q9BV10
Q9NXW9
Q6P6C2
P31947
Q15172
P63151
P04229
P13760
P01911
P29372
Q13541
O60516
P36639
Q96IX9
A7E2S9
Q9NPC4
Q9NRG9
Q15758
Q7RTV5
P54619
Q9UGJ0
Q13685
P54646
P86434
Q8WWZ7
Q8N139
Q9NP78
O60706
Q96J66
Q9NSE7
P33897
P28288
O14678
Q8NE71
Q9UG63
Q9NUQ8
Q9UNQ0
Q0P651
P41238
Q9Y235
Q8WW27
Q96SE0
Q8WU67
Q9NUJ1
Q9BUJ0
Q9NYB9
Q5FVE4
P07108
Q02410
Q99767
O96018
Q92624
Q9UM13
Q9BS18
P35414
Q8IW19
P02652
P06727
P08519
Q53RT3
Q7Z2E3
Q8IXF9
Q96PS8
P29972
A6NL99
O14520
O43315
Q3SXY8
P10398
Q96IT6
Q7LC44
O15033
P84077
P61204
P18085
P53367
P53365
Q8N1W1
Q9NWB6
Q8TER5
Q9NR81
Q12774
Q15052
Q14155
O15013
Q5VV41
Q8IW93
Q96DR7
Q9NX46
Q99856
P29374
Q4LE39
O43488
Q8N8L6
Q9NXU5
Q8IVW1
P36405
P40617
Q5T9G4
Q9UH62
Q9BPX5
Q9GZN1
O15144
O15511
P36575
Q8N5I2
P15289
P51690
P54793
Q9NR71
Q8WXI3
Q8WXH4
Q8WXK3
Q8WXK1
Q96NS5
Q9Y575
Q9Y574
Q8WWX0
Q8N9N2
Q8N3C0
Q9ULZ3
Q9NVP2
Q9BVC5
P42127
Q92484
Q92485
O95671
Q9BZE9
O95994
Q8TD06
Q96PE1
O14514
O60241
O60242
Q6QNK2
Q9UHX3
Q8IZF3
Q9Y653
Q86Y34
Q8IZF6
Q8IZF4
Q86SQ4
Q9BYV1
Q5TGY3
A9YTQ3
Q9BRQ8
Q9NVV5
Q96L96
P55789
O95076
Q99218
Q8IY63
Q9Y2J4
Q4VCS5
P49418
P15144
P39687
Q9NVM4
Q9NR22
Q8TF21
Q9UPS8
Q8N9B4
Q8N8A2
Q86W74
Q8NB46
Q6NXT1
Q9BZ19
A6NGH8
A6NC57
C9JTQ0
E5RJM6
Q9H9E1
Q8N8V4
P13928
P19801
O75106
P27338
O43747
Q9BXS5
Q9NYG5
Q9UBZ4
Q8WW43
Q06481
P55056
P02649
P02749
O14791
Q8IVJ8
Q13794
A6NM10
Q8NBQ7
P41181
P55064
Q13520
O94778
Q5H913
Q9Y2Y0
Q8N6H7
Q9NP61
Q8N726
A6NJG6
P05089
P78540
Q9NXL2
Q92888
Q96PE2
O14497
O95376
Q9UNK9
Q5VTE6
O95841
Q9UKU9
Q86XS5
Q6UXH0
Q6ZW76
Q68DC2
A6NFN9
Q9P2S6
P55345
Q6UB99
Q6P6B7
Q9H560
Q92754
P53680
Q13367
Q9Y2T2
Q9Y587
O43299
O00213
O95704
Q96DE5
Q9UJX5
Q9UJX4
Q8J025
O95996
Q9HDC9
P02655
P05090
O95236
Q15041
Q66PJ3
Q8N6S5
Q96P48
Q8WZ64
A1IGU5
Q92974
Q9NR80
Q7Z628
O43307
O15085
Q9NZN5
O94989
Q6ZSZ5
Q8NDY3
O95154
Q8NHP1
Q0P5N6
P40616
P56559
A6NH57
Q9H0F7
Q96BM9
Q9HBZ2
Q86WX3
P56211
P35611
Q9UEY8
Q6ULP2
Q5VUJ5
Q9UKV8
Q8IWK6
Q86SQ3
Q5T601
Q8IZF7
Q8IZF5
Q8IZF2
Q8IZP9
O00468
O94910
O95490
Q9HAR2
O00253
P30556
P23109
Q01433
P28838
P30533
Q6UX39
P04746
Q400G9
Q6ZTN6
A2A2Z9
Q9BXX3
A5PLL1
P54802
P10275
E9PGG2
Q12955
Q15327
Q9Y2G4
Q92527
Q9H8Y5
O14744
Q9BYT9
Q32M45
Q6IWH7
Q9HCE9
P16066
O75179
Q5VYY1
Q96NW4
O15084
Q8N6D5
Q8N7Z5
Q7Z713
Q53RE8
Q6AI12
Q5TZF3
Q8N9V6
B4E2M5
Q7Z6G8
A6NF34
P08758
Q06278
O60641
Q63HQ0
Q10567
P56377
O94973
Q7Z6R9
O14617
P53677
Q92572
Q96N21
Q92870
P60006
Q9UJX3
Q9ULZ1
Q96BI3
Q9BZZ5
Q96LR9
P51693
P02647
Q13790
Q9BPW4
Q9BWW9
O95445
P84085
P62330
Q8N4T4
Q9HCE6
Q9NVT9
Q5W041
Q9P291
Q7L4S7
P27540
Q9UBL0
P61158
Q9H981
Q7Z6K5
P32121
Q6UWY0
Q5T4W7
P0C7U1
Q9ULH1
O43150
Q8TDY4
Q8WXJ9
Q6ZVZ8
Q9Y576
Q9H672
Q9H1I8
Q7L266
O43681
Q9BXN1
P26436
Q2TB18
O75129
Q8WWH4
P54707
Q9HD20
Q9NQ11
P50993
O14983
P16615
Q93084
P23634
P98194
O75185
Q06055
P48201
P14621
Q9Y3Q7
P35348
Q9P0K1
O75077
Q9UKQ2
Q7Z4H4
Q6IQ32
Q9BRR6
Q9NRN7
P54922
Q16186
P22570
P05141
P55197
Q13015
Q9Y6Z5
Q8WV93
O95394
Q9H9G7
Q7Z7M1
Q14246
Q9BY15
Q96K78
Q9HBW9
P50052
Q12904
O00170
Q9P2G1
Q9H9L7
Q5T1N1
Q9BT22
Q9H553
Q9Y672
Q9BVK2
Q6ZNB7
Q96Q42
Q15699
Q8N7J2
Q8N944
O95626
P01160
P01019
Q7Z5J8
Q9NU02
Q9HCJ1
Q8NFD2
Q8NAG6
O60678
Q96LA8
Q9NW15
Q9NQ90
Q75V66
A1A5B4
P20594
P04083
P20073
P21397
O75843
Q9Y6Q5
Q96PC3
Q6VUC0
Q96CW1
O00203
P59780
P50583
Q9Y6B7
Q9UPM8
O00189
Q8NCL9
P25054
Q6Q788
Q0VD83
P04114
P02654
F7VJQ1
Q719I0
Q9BQI0
O14862
Q16352
Q9NZN9
Q96IF1
P14550
O60218
Q9Y2D5
O75969
Q5JQC9
Q5T2L2
O94788
P47895
Q3SY69
Q60I27
Q96Q35
P20292
Q9NP73
Q96F25
Q6GMV1
Q6NS38
Q3KRA9
Q6UX46
Q96QP1
Q86TB3
Q9H161
Q01432
Q9P2R3
Q86SG2
Q8N283
Q8WVL7
Q9ULJ7
Q3KP44
P58335
Q9UJ72
P07355
P12429
P09525
P08133
P61966
O95782
P05549
Q9H1A4
P27695
P02656
Q9BQE5
Q9BWW8
Q96IL0
Q92482
P55087
O60306
Q8WWN8
P25098
P35626
Q92747
Q8IWT0
Q8N6T3
Q13795
A5YM69
Q86VW2
Q5SW96
Q8IVW6
Q68CP9
Q969Q4
Q8N4G2
Q9NVJ2
P04424
Q8N2F6
Q8NEN0
Q5T2S8
Q96C12
Q6NXE6
Q8IUR7
Q5H9R4
P61160
Q9C0K3
P59998
P49407
A6NEK1
P15848
Q5FYA8
Q5FYB1
Q5FYB0
Q9H2C2
P18440
P11245
Q9HBK9
Q495Z4
Q8WXK4
A6NK59
Q96Q27
Q9NWX5
Q9H765
Q96DX5
Q99929
Q9NQ33
Q8IZT6
Q96KQ4
Q13625
Q76L83
P05023
P13637
Q13733
P05026
Q5T9A4
O95260
O75143
Q96DT6
Q86TL0
Q9Y6H3
P51164
Q99766
Q8IVF2
Q09666
Q9NZD4
Q9UKB5
Q02040
C9JRZ8
Q04828
P52895
P42330
Q9UKA4
Q02952
Q9P0M2
P0CW23
P24588
Q13023
Q96JD6
A6NHY2
P31751
Q9Y243
P30837
P30838
P48448
P30038
P49419
Q8TD30
P04075
P09972
Q8TCU4
P35858
Q9UHK6
P02760
P19021
Q99217
Q5JTC6
Q6DCA0
Q9UKV5
Q86WK6
Q86WK7
Q8IY45
Q07075
Q8N6M6
Q6Q4G3
Q86YJ7
Q8IVF6
Q9BXX2
O43423
Q9BTT0
Q69YU3
P0C6C1
A6QL64
Q8N2N9
Q5JPF3
Q96K21
P16860
P23582
P03950
Q9Y5C1
Q9BY76
Q99873
Q6P2P2
Q5XXA6
Q4KMQ2
P17342
Q9NXR5
Q6UB98
Q92625
P01008
Q9H6X2
P50995
P27216
O76027
P28039
Q16853
P63010
Q92481
Q2VPB7
Q9H0R1
Q9NUS5
O14727
P07306
Q9NR48
P78348
Q16515
Q9UHC3
Q96FT7
Q9NWL6
P08243
Q5U4P2
Q6ICH7
Q6HA08
O14525
Q8IXJ9
O94823
P98196
Q8NB49
P14415
P20020
Q01814
Q8TBG4
Q8IUZ5
P05496
Q9NTI2
O43520
P0DMR3
Q5SQI0
Q86WG3
Q9ULI0
Q9NVI7
P18846
P18847
P18848
P17544
Q9H0Y0
Q9Y4P1
O95352
Q9UII2
P82987
Q8NHH9
Q13315
P54710
P25705
Q8N5M1
P56134
Q13535
Q9H324
P58397
Q76LX8
Q8TE57
Q8TE59
Q9UHI8
O95450
O15072
Q9UKP5
Q9P2N4
Q9UBB4
P0C7T5
Q9H7T9
Q9UQB9
O75061
P27037
Q13705
Q58HT5
Q3ZCQ2
Q5VT79
O15169
Q9HD36
O43521
Q9BXK5
P61769
Q6Y288
Q9Y2A9
Q6ZMB0
Q7Z7M8
O96024
Q9BPU9
Q8WXS3
P0C853
Q14032
Q9NXR7
Q13829
Q6ZUV0
O75531
Q8NFJ9
Q9C0K0
Q9NWK9
Q9HAY6
P10415
P41182
Q8WUZ0
Q9BUT1
Q15582
Q8NFJ8
Q8NDY6
O14503
Q9C0J9
Q6ZP65
Q9NZM4
P55957
P53004
Q13489
P46663
P51451
P06576
P30049
Q6ZP68
Q9Y679
Q8WXX7
Q9NQS1
Q8NBF6
Q5T686
A6NMY6
Q9Y2T1
Q9C0J1
Q67FW5
Q9Y2C3
O43505
Q00973
Q6L9W6
O60909
Q9UBX8
Q9UPM9
Q92934
O95429
Q9UL15
Q9P281
Q13145
Q99728
Q9HBU1
O60756
O14874
O95999
P20749
Q86UU0
A2AJT9
Q5H9F3
Q6W2J9
Q9Y276
Q8NDZ0
Q5T5X7
Q8N1M1
O15155
Q9HBH7
Q9NWD9
P16442
Q7RTS1
Q93088
P55061
Q9UHR4
A1A5D9
Q9Y6D6
Q5TH69
Q13323
Q2TAZ0
Q6ZMM2
Q8WXF7
O43313
O00244
P18859
P35670
Q5TC12
P48047
Q9H3M9
Q156A1
Q5T1B0
Q16548
Q96Q91
P59052
P02730
Q9NPZ5
O94766
Q8NFL0
Q6UX72
Q9Y5Z6
O43825
Q9NWV8
Q8WZ19
Q13072
Q86Y28
Q9UQB8
Q8IXM2
Q9BZE3
Q9H1Y0
Q9BSB4
Q8N6G6
Q6UY14
Q6DD88
P03928
O43861
P36542
Q5VV63
O75882
P46100
Q8WXS8
Q8TE58
Q8TE56
Q8TE60
P59510
Q99700
P54252
O14977
Q96L58
Q86Y30
Q86Y27
Q9UHQ4
Q9NY43
Q9UMQ3
Q9BXC9
P50895
O75815
Q8N143
Q4VC05
P0C6P0
O00512
Q8NFC6
Q02338
Q9H6L4
Q7Z3E5
P0C7Q2
Q9H993
Q9NZ32
Q9P1U1
Q9H9F9
O15145
Q8TBH0
P51689
Q96EG1
Q96QS3
Q7RTU5
Q9Y284
L0R819
Q9C0F0
O60312
Q9P241
Q9Y2G3
Q9H7F0
Q4VNC1
Q4VNC0
Q5VTU8
P24539
Q5T6C5
Q9Y2Q0
P98198
O60423
Q96QE3
Q9Y2D1
P18850
O94817
Q96BY7
Q9NT62
Q8WYN0
Q674R7
P54259
O75947
P56385
P07741
Q6NSI1
Q6UW56
O15143
P15514
A8MVX0
Q8NFD5
Q9Y4X5
Q8N7S6
A6NKF2
Q03989
Q14865
Q9Y4B4
P36404
P49703
Q9Y689
Q96KC2
Q6T311
Q7L311
Q6P1M9
Q96B67
Q8NCT1
P10523
O00192
Q13510
P50553
P17405
A6ND91
P20933
Q12797
P00966
P54709
Q9UN42
Q16720
Q14CW9
Q8TF62
Q8NBU5
Q5TC04
P15336
Q99941
Q96SQ7
P20648
P56381
O75964
Q04656
O75110
Q6XD76
Q9Y294
P07307
Q9UBL3
Q9NY37
P46597
Q7Z4Y8
Q9ULK2
Q6PL18
Q5T2N8
Q7Z3C6
Q86TH1
Q92858
Q8N100
P00846
Q13825
Q96GD4
O75366
Q6E213
Q9H6S1
Q96A70
Q92843
Q5TBC7
Q6RW13
Q8WXE1
O75173
Q9UNA0
Q9UKP4
Q9UP79
P17735
P54253
Q8WWM7
O15265
Q9H1Z8
O14965
Q9BZR8
P04920
P48751
Q9P2W7
Q9NY97
Q9BYG0
O60512
Q9H3F6
P56817
Q9Y5Z0
Q9BYV9
O00154
O95816
Q8N9N5
P35613
P80723
Q9NR55
Q9NRL2
Q96PG8
Q9BXH1
A8MTZ0
Q5H9J7
Q6PI77
Q6UXY1
Q9H694
Q8TD16
Q13075
Q13490
O15392
Q9NR09
Q96CA5
Q86UB2
P62952
Q96LC9
Q8N8U9
Q14692
Q9UMX3
Q53S33
Q8N9W6
O14613
Q9NP55
Q8NFQ6
O95861
P59051
Q96IK1
O75936
Q96FH0
Q9UKI2
P59827
P50747
P15056
P38398
O95696
P25440
Q15059
O60885
Q9H8M2
Q8WY22
Q96NH3
P55201
P32247
Q9NSI6
Q96G97
Q9NW68
Q8WZ55
Q9UPA5
Q5W0U4
Q8WVV5
Q9BX70
Q96Q07
P62324
Q14201
Q9NY30
Q7Z6A9
Q6NUI1
Q86VB7
Q8N1F1
Q9NS00
P02745
P02746
Q9BXJ3
Q9BXJ0
Q9BXI9
Q9BXJ2
Q16581
O14569
Q9BWL3
Q8WWF1
Q8N0U7
Q6P1W5
Q8N9H9
Q8NDD1
B1AJZ1
Q9H425
A0A0U1RR37
Q7Z3S7
Q8WTZ4
Q8N1I8
Q8TDN4
Q9NPB3
Q9BXU9
O75952
Q13936
O95180
Q13698
Q02641
Q86Y37
P55283
P33151
P55285
P55286
Q8N3J6
P07451
Q9Y2D0
P23280
P43166
Q16790
Q5VU97
P10092
P0DP24
P0DP25
Q96L12
Q9P1Y5
P49913
P20807
P40123
P20160
Q86UW7
Q8WWF8
Q9BX69
Q86X55
Q16568
P07339
P08311
P43235
Q5NE16
Q9UBR2
Q8WU43
Q580R0
Q96LR7
Q08AI8
Q8N8R5
A8MZ97
Q3KRA6
Q0P641
Q6UX34
Q53S99
Q9H9S4
Q8IVU9
Q6UW01
Q9NTU7
P15088
Q9UI42
Q8WXQ8
Q96IY4
Q9UPW5
Q5U5Z8
Q96MI9
Q8NDL9
O75976
Q9UBW5
Q9NQY0
Q96P09
P30411
P78537
Q14137
Q969J3
Q96GS4
Q53HL2
Q9H3Q1
Q00587
Q96DR5
Q8N4F0
Q8NFQ5
O15178
P51587
Q9NPI1
Q9H0E9
Q58F21
O75150
Q5PSV4
Q9ULD4
Q8TDN6
Q6UXG8
P19099
Q9NR16
Q9Y4F5
P0DN25
Q96EU7
Q9BXJ5
Q9BXJ4
P60827
Q9NZP8
B2RNN3
P11586
Q6UB35
Q9P2K1
B7Z1M9
Q9NRR3
Q9Y5P4
P20851
Q99643
O75493
Q9ULX7
Q9HA72
Q5R3K3
P22676
P01258
Q9UMQ6
Q9Y6W3
A6NHC0
O14815
Q9BXL7
Q9BXL6
Q5EG05
Q8N4J0
Q8N187
P07498
P51878
Q92851
P41180
Q8WTX7
Q6PJG6
P46736
Q5VTR2
Q9HAW0
Q9HCU9
O60477
Q9C0B6
Q76B58
Q6RI45
Q3C1V8
Q075Z2
O14981
Q9H0C5
Q96KE9
Q9BSF8
A6QL63
P41223
Q7L1Q6
Q9Y6E2
P15538
Q8IYA2
Q9BV19
Q5VUE5
Q96LT6
Q9NSG2
Q6ZSJ8
Q5TEV5
Q5JT78
Q5JVX7
Q5VVC0
Q3SY05
Q8NEQ5
Q8NAE3
Q8TAB5
Q6PIY5
Q9H8G2
Q14444
Q6IMN6
Q9ULU8
Q96LW7
Q9H257
Q5VZK9
Q6F5E8
Q8ND23
P05814
Q96PB1
P51636
Q969G5
Q13938
Q9NWW7
Q96LS8
Q8N535
A6NGG8
Q8NEM8
P16870
Q66K79
Q92793
Q8N4T8
P35520
Q9HBI5
Q8N5N4
Q6P1S2
Q3SXR2
Q5JPI3
Q8TBZ0
Q8NEF3
Q9H0I3
Q8IWD4
Q96HB5
Q86Z20
Q96EE4
Q6PK04
Q96M89
Q6ZP82
A4D256
Q8NCX0
Q8WUD4
Q49A88
Q86WR0
Q2M243
Q8N5R6
Q96HJ3
Q8IWA6
Q8NA47
Q8IXS2
A6NI79
Q6NSX1
Q2M329
Q96F63
Q16204
Q9Y3X0
Q8TC90
P78556
O00585
O15444
P13236
P13501
Q9NUG4
Q8N888
P11274
P23560
A6H8Y1
Q7L4P6
O76090
Q8NFU0
Q96G01
Q6AI39
P35226
O95393
Q7Z5Y6
O00238
P51813
Q01954
Q9GZN4
Q96KV6
O00481
O00478
Q96K17
Q5XKL5
C9JJ37
Q06187
Q9UIR0
A8MVZ5
Q5T3Y7
O95971
Q6UWJ8
Q96L14
Q69YN2
P02747
O75973
P00736
P09871
P0C862
Q96HQ2
Q96NR2
O14523
Q53TS8
Q6P1N0
Q5T0F9
P21730
Q9P296
Q9BRT7
Q5SVJ3
Q5VVS0
Q96MC9
Q8N1D5
Q96HA4
Q5SNV9
Q8IYL3
Q6ZWK4
Q5TG92
Q5SR53
Q8NC38
A1L170
P54289
Q9BRK5
Q9Y6J0
Q9BTV7
Q9NZU7
P57796
Q9NP86
Q86V35
Q9P1Z2
Q13137
Q9Y6N8
P55287
P55289
Q13634
Q9UJ99
Q9H251
P19022
P22223
Q9BY67
Q8N126
Q8NFZ8
Q13111
Q13112
Q8TC20
Q9NS85
Q8N1Q1
P00915
P30988
Q96GE6
P0DP23
Q16602
P27797
O43852
P27824
Q9NYX4
Q8NCB2
Q08AD1
Q6MZZ7
O75808
P07384
Q01518
P40121
O75052
Q3B7T3
Q14457
Q5SZJ8
Q8N7W2
Q9BXY8
Q12934
Q13515
P16278
Q6ZT62
P08236
Q9NUP1
Q9UL45
A4D250
A8MY62
P54132
Q8WV28
Q8WYA1
P12644
P22003
P18075
Q13873
P36894
Q1RMZ1
Q7Z465
Q6PGQ7
P59826
Q7Z569
O95415
Q6PL45
Q8WUW1
Q8TDC3
Q8IWQ3
P78410
Q9Y2F9
Q9P203
Q32M84
B2RXH4
P43251
P20290
O43684
O43709
Q8N1D0
A2RUR9
Q2TBE0
Q13901
Q07021
Q7Z5L3
Q5VWW1
Q86Z23
Q9NPY3
Q9BXJ1
Q4G0S4
Q96MC4
A6NLJ0
Q9Y426
Q9H246
Q8N6N3
Q9NX04
Q9NWV4
Q86Y29
Q8N1L9
Q16520
Q07812
Q9UIF9
Q8ND07
Q8TAM1
Q8N3I7
Q8IWZ6
Q8WY36
Q9H165
P56945
Q9H6U6
Q9BYV7
Q9BQE9
Q9NYF8
Q8IYS8
A8MW95
Q9BUH8
Q6ZU67
Q8NFU1
Q9NYM9
Q00994
Q9NZS9
Q6P575
Q7RTU4
Q6QNY1
Q8TDH9
Q8IZY5
Q13867
Q7Z7F0
Q5H9B9
O00327
P22004
Q7Z5W3
Q6ZN30
O60238
Q12982
Q12983
Q13895
Q96A19
Q68D86
Q99622
Q3MJ40
Q8NCU7
Q8TF44
Q4AC94
Q86YS7
Q6DHV5
Q6ZSU1
P33076
Q6ZMU1
Q9NRR8
P04003
Q9H0H9
Q8N8Q1
Q9UKL3
Q8TCZ2
O95561
Q9H7X2
Q5T7R7
Q5VU69
Q5T5A4
Q8N6G1
Q5T0J3
Q6ZS94
Q9NY47
Q8IZS8
Q9Y376
Q00975
Q01668
Q15878
O60840
O43497
Q9P0X4
P54284
O00305
P55290
O75309
Q12864
Q9H159
Q9HBT6
Q8IXH8
Q9ULB5
Q9ULB4
P22748
P35218
Q8IU99
P05937
Q07817
Q9HB09
O75752
Q8NCR0
Q8NHY0
Q76KP1
P15291
O60513
O43286
Q9UBV7
O14867
Q9H503
Q99933
O95817
P46379
Q8TBE0
O94812
Q6ZNE5
Q16611
Q8NDB2
Q92560
P51572
P82251
Q9UIG0
Q9UIF8
Q6ZW61
Q96RK4
Q6ZUJ8
O75363
Q8TDM0
P54687
O15382
Q9P287
C9JSJ3
Q9H2M3
Q9Y6D5
O00499
Q6QNY0
P30043
O95972
P13497
Q9NSY1
P12643
P12645
P34820
Q9BWV1
Q9Y3E2
Q9H3K6
Q7L3V2
Q96B45
Q6NZY7
Q9GZL8
Q86WA6
Q9BQP9
Q8TDL5
P17213
Q12830
Q5VW32
Q10588
Q10589
Q13410
Q7KYR7
A6NE02
P35070
P78543
Q6UXE8
Q6UX41
O60566
O43683
Q9BRD0
Q9UBR1
Q13939
P27482
Q9NZT1
O15484
Q9Y6Q1
P63098
Q96LZ3
Q86VP6
Q8WVQ1
Q9BWT7
Q5XLA6
Q9Y2G2
Q8IU53
O15234
Q6P4E1
Q14511
P29466
P42575
P55210
P55211
Q6UXS9
P31944
Q13948
O14958
P43234
P56539
Q6NZI2
Q5BKX8
P14384
P15169
Q8IVL8
Q9BRT8
Q5JTY5
Q5RIA9
P83916
Q14781
O00257
O95931
A6NI87
A6NI56
Q9P0B6
A6NNP5
Q6TFL3
P0C221
Q9P1Z9
A6NF36
Q5T5S1
Q52MB2
Q8N715
H7C350
A1A4V9
Q8NCU4
A0A1B0GTZ2
